key,title,description,assignee,type,priority,status,text
CAMEL-13919,"""camel-package:update-readme"" throws ArrayIndexOutOfBoundsException when there is an empty ""adoc"" file","Steps to produce: 
 * Create an empty {{adoc}} file in any component.
 * Run {{camel-package:update-readme}}.
 * It will fail with the following error: 
{code}
Caused by: java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1
    at org.apache.camel.maven.packaging.UpdateReadmeMojo.updateAvailableFrom (UpdateReadmeMojo.java:510)
    at org.apache.camel.maven.packaging.UpdateReadmeMojo.executeComponent (UpdateReadmeMojo.java:151)
    at org.apache.camel.maven.packaging.UpdateReadmeMojo.execute (UpdateReadmeMojo.java:105)
{code}

* As I can see [here|https://github.com/apache/camel/blob/master/tooling/maven/camel-package-maven-plugin/src/main/java/org/apache/camel/maven/packaging/UpdateReadmeMojo.java#L510], it looks it will try to retrieve index although there are empty lines",davsclaus,Bug,Minor,Resolved,"""camel-package:update-readme"" throws ArrayIndexOutOfBoundsException when there is an empty ""adoc"" file Steps to produce: 
 * Create an empty {{adoc}} file in any component.
 * Run {{camel-package:update-readme}}.
 * It will fail with the following error: 
{code}
Caused by: java.lang.ArrayIndexOutOfBoundsException: Index 1 out of bounds for length 1
    at org.apache.camel.maven.packaging.UpdateReadmeMojo.updateAvailableFrom (UpdateReadmeMojo.java:510)
    at org.apache.camel.maven.packaging.UpdateReadmeMojo.executeComponent (UpdateReadmeMojo.java:151)
    at org.apache.camel.maven.packaging.UpdateReadmeMojo.execute (UpdateReadmeMojo.java:105)
{code}

* As I can see [here|https://github.com/apache/camel/blob/master/tooling/maven/camel-package-maven-plugin/src/main/java/org/apache/camel/maven/packaging/UpdateReadmeMojo.java#L510], it looks it will try to retrieve index although there are empty lines"
CAMEL-13918,camel3 - camel-http - Remove deprecate url rewrite,"UrlRewrite has been deprecated on 2.x, and should be removed for 3",davsclaus,Task,Major,Resolved,"camel3 - camel-http - Remove deprecate url rewrite UrlRewrite has been deprecated on 2.x, and should be removed for 3"
CAMEL-13917,camel3 - Deprecate and remove consumer.xxx syntax for delay options,"You can configure them on the endpoint directly, so consumer.delay=5000 should just be delay=5000 and so on.",davsclaus,Task,Major,Resolved,"camel3 - Deprecate and remove consumer.xxx syntax for delay options You can configure them on the endpoint directly, so consumer.delay=5000 should just be delay=5000 and so on."
CAMEL-13913,camel3 - components - Use BeanIntrospection instead of IntrospectionSupport,They should use BeanIntrosepction which you can get from camel context,davsclaus,Task,Major,Resolved,camel3 - components - Use BeanIntrospection instead of IntrospectionSupport They should use BeanIntrosepction which you can get from camel context
CAMEL-13907,camel3 - JMX can clear its bean introspection cache after all MBeans have been registered,"Those are no longer needed and it can free up a bit of memory hold by the cache. Mind the cache is weak anyway, but this makes it more explicit",davsclaus,Task,Major,Resolved,"camel3 - JMX can clear its bean introspection cache after all MBeans have been registered Those are no longer needed and it can free up a bit of memory hold by the cache. Mind the cache is weak anyway, but this makes it more explicit"
CAMEL-13906,Component options - Only include if they have @Metadata,"Properties component include some options which should not be there, as we should only take the getter/setter pairs that have @Metadata annotation",davsclaus,Task,Major,Resolved,"Component options - Only include if they have @Metadata Properties component include some options which should not be there, as we should only take the getter/setter pairs that have @Metadata annotation"
CAMEL-13904,JMX - Early registered services may not be enlisted in XML DSL,In some use-cases depending on how you run Camel then some early services for JMX may not get registered,davsclaus,Bug,Major,Resolved,JMX - Early registered services may not be enlisted in XML DSL In some use-cases depending on how you run Camel then some early services for JMX may not get registered
CAMEL-13901,camel-main-plugin - Dont run it automatic on compile,"Lets just add instructions in the readme and avoid running it on each build. Its used for setting up the project for tooling support, and if you want to have it to do auto-detection of certain JMS clients - eg ActiveMQ vs Artemis and adapt the project accordingly.",davsclaus,Improvement,Major,Resolved,"camel-main-plugin - Dont run it automatic on compile Lets just add instructions in the readme and avoid running it on each build. Its used for setting up the project for tooling support, and if you want to have it to do auto-detection of certain JMS clients - eg ActiveMQ vs Artemis and adapt the project accordingly."
CAMEL-13895,camel3 - TypeConverter(loader = true) rename to generateLoader,"We are using generateConfigurer for fast endpoint configurer, so lets rename this for type converter loader to generateLoader on these annotations",davsclaus,Improvement,Major,Resolved,"camel3 - TypeConverter(loader = true) rename to generateLoader We are using generateConfigurer for fast endpoint configurer, so lets rename this for type converter loader to generateLoader on these annotations"
CAMEL-13878,Message is forwarded to the wrong Kafka Topic,"I have 3 Apache Spring Boot applications and 3 topics.

Let's call them Topic A, B and C and the Spring Boot applications FirstApp, SecondApp and ThridApp. I use Java DSL for the Kafka configuration.

The FirstApp creates a message to Kafka Topic A.

The SecondApp reads from Topic A makes transformations and passes each value to Topic B.

The ThirdApp reads from Topic B and after transformations tries to pass it to Topic C.

At this point through the debugger I saw that at the class  org.apache.camel.component.kafka.KafkaProducer and at the method 

protected Iterator<ProducerRecord> createRecorder(Exchange exchange) something strange is happening.
The headerTopic (line 140) from the following line:

String headerTopic = exchange.getIn().getHeader(KafkaConstants.TOPIC, String.class);

contains the topic A! The correct topic that I have clearly set through the Java DSL can be found under the line 137: 

String topic = endpoint.getConfiguration().getTopic();

As a workaround I have entered the following line inside a processor at the SecondProgram:

exchange.getIn().setHeader(KafkaConstants.TOPIC, null);

This has the side-effect that the headerTopic at line 140 is empty and thus the correct topic from line 137 is used.

I believe that since I have clearly set the destination topic at the ThirdProgram to Topic C then Apache Camel should not override this with Topic A.

It looks like a bug since from the method description I understand that we try to avoid circular loops.

 ",davsclaus,Bug,Major,Resolved,"Message is forwarded to the wrong Kafka Topic I have 3 Apache Spring Boot applications and 3 topics.

Let's call them Topic A, B and C and the Spring Boot applications FirstApp, SecondApp and ThridApp. I use Java DSL for the Kafka configuration.

The FirstApp creates a message to Kafka Topic A.

The SecondApp reads from Topic A makes transformations and passes each value to Topic B.

The ThirdApp reads from Topic B and after transformations tries to pass it to Topic C.

At this point through the debugger I saw that at the class  org.apache.camel.component.kafka.KafkaProducer and at the method 

protected Iterator<ProducerRecord> createRecorder(Exchange exchange) something strange is happening.
The headerTopic (line 140) from the following line:

String headerTopic = exchange.getIn().getHeader(KafkaConstants.TOPIC, String.class);

contains the topic A! The correct topic that I have clearly set through the Java DSL can be found under the line 137: 

String topic = endpoint.getConfiguration().getTopic();

As a workaround I have entered the following line inside a processor at the SecondProgram:

exchange.getIn().setHeader(KafkaConstants.TOPIC, null);

This has the side-effect that the headerTopic at line 140 is empty and thus the correct topic from line 137 is used.

I believe that since I have clearly set the destination topic at the ThirdProgram to Topic C then Apache Camel should not override this with Topic A.

It looks like a bug since from the method description I understand that we try to avoid circular loops.

 "
CAMEL-13870,camel3 - Fast configuring of endpoint options,"Like we did for fast property placeholders on EIPs we can optimize endpoints as well, by using the apt compiler plugin to generate a configurer classes that uses direct java method invocations and then the property builder support class can detect that we have such a configurer and use it, when it looks for the setter. 

",davsclaus,Improvement,Major,Resolved,"camel3 - Fast configuring of endpoint options Like we did for fast property placeholders on EIPs we can optimize endpoints as well, by using the apt compiler plugin to generate a configurer classes that uses direct java method invocations and then the property builder support class can detect that we have such a configurer and use it, when it looks for the setter. 

"
CAMEL-13863,camel3 - Optimize XmlConverterLoader,"I wonder if we can optimize XmlConverterLoader this to init the getXmlConverter once only and avoid synchronized.

It does take a bit time to load according to the yourkit profiler",davsclaus,Improvement,Major,Resolved,"camel3 - Optimize XmlConverterLoader I wonder if we can optimize XmlConverterLoader this to init the getXmlConverter once only and avoid synchronized.

It does take a bit time to load according to the yourkit profiler"
CAMEL-13850,camel3 - Property placeholders on EIP models can be optimized,"We do a bit of introspection on each model class to fin its getter/setter properties, which we can then use for property placeholders.

org.apache.camel.model.ProcessorDefinitionHelper#resolvePropertyPlaceholders

We should look at optimising this",davsclaus,Improvement,Major,Resolved,"camel3 - Property placeholders on EIP models can be optimized We do a bit of introspection on each model class to fin its getter/setter properties, which we can then use for property placeholders.

org.apache.camel.model.ProcessorDefinitionHelper#resolvePropertyPlaceholders

We should look at optimising this"
CAMEL-13848,Support room password in camel-xmpp,Camel-xmpp does not support room passwords at the moment. With small patch it could. Patch file included.,davsclaus,Improvement,Minor,Resolved,Support room password in camel-xmpp Camel-xmpp does not support room passwords at the moment. With small patch it could. Patch file included.
CAMEL-13847,camel-webhook - Should be lenient properties,"So you can pass in uri parameters to the target endpoint, as today it will validate its own configuration only.",davsclaus,Bug,Major,Resolved,"camel-webhook - Should be lenient properties So you can pass in uri parameters to the target endpoint, as today it will validate its own configuration only."
CAMEL-13846,Make PropertyBindingSupport a fluent builder only,PropertyBindingSupport provides a number of flag to customize how properties should be bound to a target object and it is likely possible that in the future more flags are required so instead of adding yet another overloaded method for each flag we should turn PropertyBindingSupport intop a fluent builder,davsclaus,Improvement,Major,Resolved,Make PropertyBindingSupport a fluent builder only PropertyBindingSupport provides a number of flag to customize how properties should be bound to a target object and it is likely possible that in the future more flags are required so instead of adding yet another overloaded method for each flag we should turn PropertyBindingSupport intop a fluent builder
CAMEL-13845,camel-telegram - Do not show authorizationToken in uri,"We should hide this sensitive information, this requires to migrate it from uri path to uri parameter instead. ",davsclaus,Improvement,Major,Resolved,"camel-telegram - Do not show authorizationToken in uri We should hide this sensitive information, this requires to migrate it from uri path to uri parameter instead. "
CAMEL-13837,camel3 - FactoryFinder - Return null if not found instead of exception,"When starting Camel we attempt to find custom factories for SPI. But this means we end up throwing 40+ exceptions just for a basic Camel route. We can optimize this to use null as response for ""no factory exists"".",davsclaus,Improvement,Major,Resolved,"camel3 - FactoryFinder - Return null if not found instead of exception When starting Camel we attempt to find custom factories for SPI. But this means we end up throwing 40+ exceptions just for a basic Camel route. We can optimize this to use null as response for ""no factory exists""."
